date,open,high,low,close,volume,weekday,day,month,sma_14,ema_14,macd,adx,rsi,stoch,roc,obv,mfi,bb_bbm,bb_bbh,bb_bbl,atr,ret1,mov1
2004-09-24,3.01258,3.09129,2.98319,2.98493,183314131,4,24,9,2.793799285714286,2.835879324130585,0.11601978765559551,0.0,74.0196916953203,82.56479189548055,17.13600652994592,3279818723,86.4725261286818,2.71827,3.090580787326933,2.345959212673067,0.10358163384409315,-0.013189079605895564,0
2004-09-27,2.9782,3.01109,2.93436,2.94582,141976821,0,27,9,2.823477142857143,2.8505380809131737,0.1143827164077793,0.0,68.80370335112862,75.25473318931054,15.589893702594853,3137841902,80.36676058197216,2.7333525,3.116710079336839,2.349994920663161,0.10166365999808649,0.07019746936911828,1
2004-09-28,3.02155,3.17349,2.99439,3.16004,340148619,1,28,9,2.8671757142857146,2.8918050034580842,0.1288853789183757,37.457129418899456,77.96354481918988,97.9546836982968,20.440746570721828,3477990521,82.49274634536405,2.7643025000000003,3.1792085720633065,2.349396427936694,0.11066411285536605,0.03272408037533503,1
2004-09-29,3.15606,3.36331,3.14435,3.26516,613154719,2,29,9,2.9183650000000005,2.941585669663673,0.14716472557005833,39.37172726170989,80.92355014065447,88.31478064170487,21.934879135406433,4091145240,85.89619936046455,2.8000599999999998,3.256152145689883,2.3439678543101166,0.11839953336569702,-0.011353083229569967,0
2004-09-30,3.23577,3.29555,3.21335,3.2283,276434483,3,30,9,2.9615485714285716,2.97981424704185,0.15686866125932486,41.14956811574815,77.01701186288537,81.0224621180175,16.243815669131997,3814710757,77.2460760762832,2.836615,3.306729918780506,2.366500081219494,0.11581385241100436,0.02273315850801659,1
2004-10-01,3.25819,3.34388,3.21086,3.30253,303897680,4,1,10,3.006172857142857,3.0228430141029365,0.16860526430636424,42.94785086908308,79.1951733346023,91.35665529010242,18.375342308629754,4118608437,78.52903784764075,2.8753125,3.36465521838355,2.3859697816164505,0.11704286295307549,0.01853107628226327,1
2004-10-04,3.36903,3.40939,3.33864,3.3643,261661121,0,4,10,3.04811,3.0683706122225454,0.18080670242804642,44.80469959559236,80.823825621157,93.21291487920523,18.504663679657334,4380269558,79.11174792548626,2.918967,3.4191152215143847,2.418818778485615,0.11631551559928441,0.024211840387002366,1
2004-10-05,3.35434,3.45075,3.29405,3.44675,300850674,1,5,10,3.095029285714286,3.118821197259539,0.19488296645582537,45.87824778841681,82.7634288159942,99.4026105917142,17.771574228466786,4681120232,79.9155820806993,2.964788,3.481753398052909,2.447822601947091,0.11920012162790697,-0.009365545030329308,0
2004-10-06,3.42633,3.44875,3.38772,3.41462,268867150,2,6,10,3.136147857142857,3.158261037624934,0.20112741301370507,46.87511396746809,79.39335194304584,94.19365206910406,14.845857353307196,4412253082,80.60889686612347,3.008106,3.5233904621915193,2.492821537808481,0.11504511294019934,0.012832365388333556,1
2004-10-07,3.41064,3.48437,3.40142,3.45872,283608395,3,7,10,3.1741535714285716,3.198322232608276,0.20724568410020705,47.937273862553646,80.56322334404969,95.5442448667616,17.82949961844543,4695861477,81.3137176582494,3.0536165,3.5591836600203117,2.548049339979688,0.11275260487304227,-0.008102193525659261,0
